gene	log2FC	p	padj	n
ACADL	0.204173037213689	0.119508667455425	0.875578583099219	12
ACADM	0.11879734805102	0.0350672511164447	0.717686765075268	12
ACADS	-0.111693433427494	0.311185607895308	0.915345805013751	12
ACADSB	0.191470053939461	0.0521465456669133	0.792559314960706	12
ACADVL	-0.0450280792153453	0.566171869025194	0.945264835526615	12
ACAP1	0.163566403783993	0.632291493159815	0.949954181497309	12
ACAP2	0.158376372602905	0.278463065036324	0.913790910495063	12
ACAP3	-0.11464179638539	0.15447211791075	0.885032331995209	12
ACAT1	0.0672554875926907	0.411325815847435	0.92753804187868	12
ACAT2	-0.0451062796188914	0.766107826256669	0.967708232644547	12
ACBD3	0.0881871771358986	0.311315472313829	0.915424108565064	12
ACBD4	0.0343398254585981	0.796998287625286	0.971863148486546	12
ACBD5	0.0461318749685683	0.615596468665389	0.949806308078425	12
ACBD6	-0.0343738908439037	0.710393218212971	0.96083917169513	12
ACBD7	-0.0868348753655579	0.510369098964926	0.937469715088609	12
ACCS	-0.102403701332819	0.338438236772161	0.920065355159794	12
ACD	-0.052626623211702	0.588341098758514	0.946117165860217	12
ACER2	0.145580245432322	0.295037112746271	0.914212316353145	12
ACER3	0.0533028661878942	0.512382210266767	0.938418449706421	12
ACHE	0.211397647917177	0.363380411387979	0.920957472333922	12
ACIN1	-0.0741697329082679	0.109014015385915	0.86713939144066	12
ACKR3	-0.131943777195514	0.222769735510956	0.905994515401443	12
ACKR4	0.108366613023948	0.517807308190305	0.939017652490207	12
ACLY	-0.0569759086675152	0.280379543174487	0.914212316353145	12
ACO1	-0.0322691215707611	0.591543634682169	0.947341143475751	12
ACO2	-0.101498307466104	0.147215478503848	0.883296665796862	12
ACOT1	0.00941798290689777	0.94584170822082	0.990867432093713	12
ACOT11	-0.492259902327141	0.0962270981109628	0.851022633527095	12
ACOT13	-0.037580725964312	0.717350163478668	0.961573255859918	12
ACOT2	-0.0415053315223068	0.59782359856714	0.947341143475751	12
ACOT4	-0.0551734983260205	0.703344400870702	0.959461811264292	12
ACOT7	-0.110847835357997	0.232045298227674	0.908434827226012	12
ACOT8	-0.127981128992311	0.269287365693772	0.913790910495063	12
ACOT9	-0.0127332998481368	0.790236305951559	0.971863148486546	12
ACOX1	0.0367990955921456	0.57940329561921	0.945979021955644	12
ACOX2	-0.156232966506595	0.486716809545358	0.933184723622753	12
ACOX3	-0.093740636468889	0.26315744816765	0.912411198058034	12
ACP1	0.0421794719024042	0.516883893410334	0.93899561275103	12
ACP2	-0.108441018062312	0.0878675644168717	0.843083960518128	12
ACP6	-0.158995673708909	0.144811379874292	0.883296665796862	12
ACSF2	-0.062257080207384	0.478562178254977	0.933184723622753	12
ACSF3	-0.0873266720959053	0.349172429752833	0.920065355159794	12
ACSL1	0.0208632262819133	0.785879509998948	0.97182886236483	12
ACSL3	0.117425016000334	0.0370023382182432	0.723104270723258	12
ACSL4	0.138930130894481	0.157591394406977	0.886865465366264	12
ACSL5	0.129525755212997	0.107318857617919	0.86713939144066	12
ACSM5	0.0704392766778469	0.721505850761636	0.961573255859918	12
ACSS1	0.111871145503167	0.637395800510938	0.949954181497309	12
ACSS2	-0.116006441351275	0.107947105014989	0.86713939144066	12
ACSS3	0.0266112097919487	0.81928822884528	0.974007744880719	12
ACTA2	-0.287840378132431	0.000703032683968147	0.483649484849876	12
ACTB	-0.109836256284599	0.157615366003645	0.886865465366264	12
ACTC1	-0.209688812141474	0.500688246692686	0.935552120797633	12
ACTG1	-0.100435657744111	0.138478663664349	0.883296665796862	12
ACTG2	0.00700256026183792	0.95680532587666	0.992698321881864	12
ACTL10	0.483769218258693	0.210290030150953	0.905994515401443	12
ACTL6A	0.0363346255969422	0.52427761045835	0.939287764547997	12
ACTN1	-0.0996013181425419	0.0633672653799981	0.810135107082037	12
ACTN2	-0.155999156524805	0.461302134492319	0.932675051262044	12
ACTN4	-0.10345923784446	0.0152021718713402	0.611771903719418	12
ACTR10	0.00599824512380892	0.938273838122474	0.990270474862087	12
ACTR1A	-0.0611483078138136	0.283411725648864	0.914212316353145	12
ACTR1B	-0.106267421307755	0.180518385963857	0.90267263080192	12
ACTR2	0.125650032024842	0.233433276872723	0.908434827226012	12
ACTR3	0.057321462330211	0.176378571181814	0.902583788794642	12
ACTR3B	-0.0344758933766059	0.778608373825207	0.970272671777032	12
ACTR5	0.147085825857144	0.249401179301793	0.910126055855996	12
ACTR6	0.219502309297233	0.00760611582567842	0.603729898561774	12
ACTR8	0.0324305402758431	0.567991743122903	0.945264835526615	12
ACTRT3	-0.00164588882512164	0.990488214154911	0.998724196085565	12
