gene	log2FC	p	padj	n
OR3A3	-2.43987390603295	3.75209974509798e-12	4.54308595127856e-09	16
LOC100287718	-2.14020442298061	3.82366959739779e-12	4.54308595127856e-09	16
XLOC_003181	-1.56663773615198	4.08591341055838e-12	4.68128936466832e-09	16
C14orf162	-4.8945081393297	4.78910336811113e-12	5.1338007471429e-09	16
LOC255167	-3.0125571155543	4.80093586079448e-12	5.1338007471429e-09	16
GATA4	6.41411797346809	5.03031917002952e-12	5.20556899917894e-09	16
XLOC_001265	-3.32092286356337	5.19462300951207e-12	5.20760956703585e-09	16
RGS4	-1.13031142929429	5.95882690549666e-12	5.77480866611205e-09	16
ST14	-3.14732060745955	6.12043312493172e-12	5.77480866611205e-09	16
RPS12	-1.45246748345464	6.31822166048395e-12	5.79110145338072e-09	16
OR10H2	-2.01540215316546	7.25513055793672e-12	6.46512745273916e-09	16
YJEFN3	-2.81577285459632	9.408332042243e-12	8.15727815986906e-09	16
XLOC_001620	-3.71629244514635	1.02377971970772e-11	8.64285616005884e-09	16
NKAPP1	-2.72525298053622	1.20474379747618e-11	9.9097900059066e-09	16
XLOC_014192	-3.11691432973727	1.30980507946579e-11	1.05046367373156e-08	16
C18orf32	-2.77872809428974	1.38602737085088e-11	1.08448190382674e-08	16
IP6K1	-1.67777733787502	1.65078180320873e-11	1.26088286302229e-08	16
UNCX	2.27268127044077	1.88178559187102e-11	1.38628365405038e-08	16
XLOC_008216	-3.22330537721996	1.90138655792446e-11	1.38628365405038e-08	16
TLN2	-1.27696113123071	2.20892242873669e-11	1.57471625586384e-08	16
LOC100506447	-5.07934880601391	2.32847004633568e-11	1.62385476274889e-08	16
XLOC_012416	-1.9179379758677	2.55685248119607e-11	1.74518782120787e-08	16
RPS10P7	-2.00203333700607	3.08554338349052e-11	2.05046864728897e-08	16
NKX1-2	-2.35257116913866	3.19091953524318e-11	2.05046864728897e-08	16
CD4	-1.5352711109977	3.195867592408e-11	2.05046864728897e-08	16
XLOC_005887	-1.78276650555386	3.2812831269702e-11	2.0639914257491e-08	16
NOTCH1	-1.84297980842257	3.43332045884549e-11	2.11809462153391e-08	16
XLOC_l2_004817	-2.0126117159927	3.65805300517995e-11	2.19371377631294e-08	16
LOC644649	-2.76710502438855	3.69266034666143e-11	2.19371377631294e-08	16
C1orf158	-2.21959474751871	3.77914225932969e-11	2.20427061235084e-08	16
AQP4	2.26759936096719	3.87601026306611e-11	2.22040016498502e-08	16
KCTD19	-4.77281809991042	4.00572718776089e-11	2.23467384742918e-08	16
LOC285401	-1.69554518154143	4.11274260685035e-11	2.23467384742918e-08	16
XLOC_011645	-1.9258676868204	4.13477309755823e-11	2.23467384742918e-08	16
KRTAP5-2	-1.50378017603523	4.18768936438572e-11	2.23467384742918e-08	16
XLOC_l2_009320	-2.03199605281931	4.24922396175748e-11	2.23467384742918e-08	16
LOC100128107	-2.01947365102361	5.19498770873637e-11	2.62679647861183e-08	16
LYNX1	-4.06651597157951	5.22834443924351e-11	2.62679647861183e-08	16
XLOC_005365	-1.87911555685087	5.31384815002199e-11	2.62679647861183e-08	16
XLOC_l2_003705	-1.67154839042949	5.32237441115239e-11	2.62679647861183e-08	16
ELMO2	-1.69662012848314	6.58085221667023e-11	3.19869301683002e-08	16
XLOC_005859	-2.5225450993245	7.14253301939884e-11	3.41988745167634e-08	16
RPL23P8	-1.23662660876982	8.37925049459401e-11	3.90468312489985e-08	16
RNASE13	-3.68329236797895	8.39847679607512e-11	3.90468312489985e-08	16
CRLF2	-3.45226504277768	9.04284388177968e-11	4.1442061675356e-08	16
WDR93	-2.50834789521028	9.92163452172608e-11	4.48290190784468e-08	16
HNRNPCL1	-1.97373235288297	1.02877231385186e-10	4.58375219838442e-08	16
ZNF385C	-1.98094655955211	1.1084992315205e-10	4.8713226502983e-08	16
XLOC_003245	-5.94226042244322	1.17098936006115e-10	5.07639711767049e-08	16
PTGIS	10.4350447386755	1.21162437082028e-10	5.18252130878861e-08	16
DERL3	-1.05871779490569	1.27886102764577e-10	5.3287308312977e-08	16
OR52N5	-1.96826933654145	1.27902828556709e-10	5.3287308312977e-08	16
RAX2	-1.95737247285537	1.29663729316746e-10	5.33283645702718e-08	16
CYP4A11	-2.69119349166007	1.38778952741123e-10	5.47503266158272e-08	16
XLOC_004263	-3.07778665376718	1.38780087211575e-10	5.47503266158272e-08	16
MTRNR2L8	-1.57757626187472	1.39474092460427e-10	5.47503266158272e-08	16
SURF4	-1.25398120533811	1.39947842347189e-10	5.47503266158272e-08	16
PRR22	3.07268123926534	1.5741678896263e-10	6.08425372279658e-08	16
SUMO1P3	-1.7721562541995	1.74840067550297e-10	6.67722543692085e-08	16
CT47A11	-2.02038209304529	2.00187500144109e-10	7.55531177014472e-08	16
XLOC_005574	-1.92122572594847	2.16981947387105e-10	8.09393124671897e-08	16
LOC100130430	-3.33080705906989	2.27518845647887e-10	8.38943053837266e-08	16
MTRNR2L9	-1.90351146219635	2.39057688290399e-10	8.71473936404091e-08	16
ATP8B5P	-2.21920478873997	2.44494399434905e-10	8.81278689199074e-08	16
XLOC_013553	-2.47390224231651	2.52896257738225e-10	9.01434660915807e-08	16
LOC100507668	-2.08853251858306	3.74125633500929e-10	1.31889563985822e-07	16
KIAA0125	2.20561994185404	3.79037875977768e-10	1.32168859362682e-07	16
XLOC_l2_009539	-4.69016437554689	3.9967043284716e-10	1.3786481167459e-07	16
ICMT	-1.7154012812206	4.3113825552301e-10	1.47137396140193e-07	16
XLOC_002129	-2.78883610538183	4.62587303688246e-10	1.56208428445462e-07	16
FOXP4	-2.69056428814316	4.88802471025655e-10	1.63341492401073e-07	16
PABPC3	-2.34297959721194	5.15992525972096e-10	1.69954302568188e-07	16
SETP20	-2.85537931611931	5.23947362340337e-10	1.69954302568188e-07	16
XLOC_002217	-1.45818080388216	5.244849112921e-10	1.69954302568188e-07	16
LIPN	-3.76732761002931	5.30067585629225e-10	1.70045681469855e-07	16
GTSCR1	-2.20377625341375	5.49481876456757e-10	1.73505738808432e-07	16
XLOC_004644	-1.52737067553298	5.51670366535538e-10	1.73505738808432e-07	16
ALPP	-1.52681248603806	5.66843772148795e-10	1.76050371123208e-07	16
KIAA1967	1.05374801711252	5.7073686399045e-10	1.76050371123208e-07	16
ZNF467	-2.23423048628222	6.21971771257473e-10	1.90027184970855e-07	16
Q2ULW7	1.05528076258673	6.33120430406271e-10	1.91608522711634e-07	16
S100A5	-2.67926357433126	6.70859664966381e-10	2.01132505160014e-07	16
LOC170425	-2.31326255527407	7.30223049517887e-10	2.16165040330383e-07	16
XLOC_009023	-2.26115133636823	7.3447597867867e-10	2.16165040330383e-07	16
RPL26	-0.988052252560404	7.85145599108736e-10	2.27190632722322e-07	16
CSNK1A1L	-2.17019477567067	7.86437719799356e-10	2.27190632722322e-07	16
LOC100128554	-1.79962188942377	7.93184253893394e-10	2.27190632722322e-07	16
RSPH9	-1.41458495094557	9.01241807143133e-10	2.55856966134086e-07	16
OTOF	-1.19650707299937	9.77817089484545e-10	2.75161159918107e-07	16
XLOC_l2_001196	-2.88535140517233	1.0139737850938e-09	2.81063657110833e-07	16
LHX3	-2.63392062820049	1.01631496960276e-09	2.81063657110833e-07	16
MED29	-3.46950112437824	1.06744129804985e-09	2.92679631123411e-07	16
XLOC_l2_002855	-3.03208840596536	1.08379078188657e-09	2.94644137990857e-07	16
XLOC_006814	-1.92101958263312	1.12243332698937e-09	3.02585387645537e-07	16
XLOC_007433	-3.08901149428824	1.17608163676872e-09	3.14405824229505e-07	16
C21orf58	-2.56862567214915	1.19445931110901e-09	3.16679790912208e-07	16
RUFY4	-1.58242935724959	1.24909527591517e-09	3.26148072282873e-07	16
LOC100130927	-2.0551176232434	1.25050538936388e-09	3.26148072282873e-07	16
LOC100506767	-2.27305486431515	1.28374084063718e-09	3.31333862497433e-07	16
XLOC_003114	-1.38321218499593	1.29950929271199e-09	3.31333862497433e-07	16
C5orf43	-1.27910133187374	1.30199158226673e-09	3.31333862497433e-07	16
C1orf200	-1.79686336239622	1.3138994664891e-09	3.31333862497433e-07	16
STAR	8.57012242603645	1.3220303740546e-09	3.31333862497433e-07	16
XLOC_l2_013873	-1.28827143761318	1.37410405317254e-09	3.41715178494381e-07	16
KRTAP23-1	-1.46332373166281	1.42085438018553e-09	3.50623142433476e-07	16
ZNF843	-2.72920288956884	1.43743291668265e-09	3.52006473031905e-07	16
LOC100505648	-1.74052494373727	1.56864775553837e-09	3.79017839003392e-07	16
XLOC_010463	-1.74072583664896	1.57136448215247e-09	3.79017839003392e-07	16
XLOC_010588	-3.53146327028355	1.60114242868966e-09	3.83318276957942e-07	16
CERS3	-1.98931991321031	1.6767993740389e-09	3.95586466862672e-07	16
LOC100132354	-2.34854209801097	1.67704985951756e-09	3.95586466862672e-07	16
XLOC_l2_015542	-3.10058659946022	1.736035969568e-09	4.06283448848161e-07	16
UGT3A1	-1.80598235300272	1.74772805302513e-09	4.06283448848161e-07	16
PPP4R4	4.87718647450456	1.78144428701596e-09	4.11141962068143e-07	16
XLOC_012281	-1.74147675027277	1.85800622981324e-09	4.25748856088635e-07	16
XLOC_005355	-1.64167743724776	1.91726025321885e-09	4.36210701583409e-07	16
COL11A2	-2.52069631708504	2.15939879672966e-09	4.87841643655545e-07	16
XLOC_013949	-4.95256598580661	2.21035317756451e-09	4.95861048505382e-07	16
FBXL19	-1.34082536297785	2.25351933538854e-09	5.02034029717114e-07	16
XLOC_013161	-1.16285587465756	2.33112875668548e-09	5.15742141479104e-07	16
SNORA70E	1.59618200057058	2.37392575682929e-09	5.21613275884135e-07	16
OXT	-1.62651216439471	2.40496552961686e-09	5.24838735987135e-07	16
XLOC_003225	-1.63140011852508	2.54216916103662e-09	5.51032342473343e-07	16
LOC100287225	-2.04096102260043	2.59690249506357e-09	5.59118335849928e-07	16
LOC100128348	-1.37411522186803	2.73804972631412e-09	5.82745671626617e-07	16
REREP3	-1.75718642460462	2.75781050662496e-09	5.82745671626617e-07	16
NCF1	-2.9314807218341	2.76113909249519e-09	5.82745671626617e-07	16
LOC145757	-2.52075160271467	2.82442527734282e-09	5.91565572410908e-07	16
E4F1	1.03932051141265	2.83980979274563e-09	5.91565572410908e-07	16
ACTR3BP5	-1.85786811783072	2.93409325049025e-09	6.07262654682112e-07	16
XLOC_005617	-1.75173277927387	2.95728510998928e-09	6.08139143131128e-07	16
XLOC_013685	-1.8406388732337	2.99586259487925e-09	6.12148229577874e-07	16
LOC100507351	-2.23905720085124	3.02114903847483e-09	6.13407981989067e-07	16
DOM3Z	1.23137990530012	3.08577203698605e-09	6.22588471361713e-07	16
GOLGA2	-0.925626058297322	3.21106969638142e-09	6.43819474124474e-07	16
TTC19	-0.793637092791033	3.29932174527343e-09	6.56652644332031e-07	16
XLOC_007542	-1.60554720230317	3.31601397698844e-09	6.56652644332031e-07	16
LOC643529	-3.06612496092041	3.33658905692158e-09	6.56673478196591e-07	16
ANKK1	1.73605513675876	3.41306561662413e-09	6.67628932812818e-07	16
SNORA70B	1.77200079791039	3.57966182385435e-09	6.95973038237863e-07	16
USP17	-1.95549296941611	3.69729345756407e-09	7.14513097100334e-07	16
POT1	-2.02315849955219	3.7221312422616e-09	7.15005809890731e-07	16
FLJ34208	-2.97234253085346	3.83544140328224e-09	7.32386667960084e-07	16
XLOC_003149	-2.58586129803581	3.89061100770655e-09	7.3852545045696e-07	16
FBRSL1	-2.76318165335063	4.1172912825283e-09	7.76957084373576e-07	16
PRIMA1	-1.29924854078734	4.16538178614689e-09	7.81435366664281e-07	16
LINC00322	-1.98274865216043	4.28997914221827e-09	7.97742077192796e-07	16
SH3TC1	-1.77904116651374	4.33917554738796e-09	7.97742077192796e-07	16
SRP9	-1.17103708821148	4.36441818836945e-09	7.97742077192796e-07	16
TSPAN11	-1.58056508451797	4.36935469258102e-09	7.97742077192796e-07	16
SNRPD2P2	-2.32946013135389	4.37663982499789e-09	7.97742077192796e-07	16
ACBD4	-3.35596760671536	4.56944934418465e-09	8.28180423510981e-07	16
CALY	-1.57635337430938	4.65777286982659e-09	8.39445807101331e-07	16
XLOC_008429	-1.67757040467728	4.83519193342433e-09	8.66552833655043e-07	16
OR10G4	-2.89065008726897	4.96279030043405e-09	8.84479515766247e-07	16
LOC285577	-2.19827199370641	5.06550485798247e-09	8.94761163157318e-07	16
LOC646627	-3.428212555821	5.07626345681521e-09	8.94761163157318e-07	16
HBZ	-2.21003548271687	5.14261449666006e-09	8.98499840004351e-07	16
NELL1	-2.08730148708015	5.15349035413967e-09	8.98499840004351e-07	16
LRP3	-1.69305021905615	5.36189604893534e-09	9.29781758107275e-07	16
XLOC_009097	-2.13229443760286	5.39225328072226e-09	9.30018737879409e-07	16
XLOC_003052	-1.04993794230246	5.6131431130281e-09	9.62939203561185e-07	16
ZNF746	-1.90648950103584	5.93570445455231e-09	1.01285850479808e-06	16
KCNQ2	-3.09545894069602	6.06332441446533e-09	1.02916109638121e-06	16
XLOC_000676	-1.45407266712058	6.20642731409778e-09	1.04557096273984e-06	16
IAPP	-1.92152820279043	6.22518871207327e-09	1.04557096273984e-06	16
LCAT	1.58879192733736	6.41666989402414e-09	1.07207523700735e-06	16
ENOX1	5.16156995392286	6.46271886715572e-09	1.07207523700735e-06	16
FCER1G	-1.72502176371571	6.48324800434619e-09	1.07207523700735e-06	16
CD164L2	-1.2812953230426	6.5200740451353e-09	1.07263577111764e-06	16
SLC35B4	-1.42431411263836	6.71419677135032e-09	1.09893587971897e-06	16
TMEM85	-0.779932059244059	6.93270002767558e-09	1.12893917201945e-06	16
XLOC_l2_008009	-3.53270500139602	7.07910557029749e-09	1.14695811462194e-06	16
XLOC_l2_013783	-1.74718964096152	7.12859388829303e-09	1.1485836503649e-06	16
ACBD5	-1.18303778117194	7.17619041916642e-09	1.1485836503649e-06	16
CHST13	-1.64592224915562	7.19654967965539e-09	1.1485836503649e-06	16
SUSD4	-2.9949190151731	7.40775921372338e-09	1.17265495508128e-06	16
RPS8	-0.686111446458054	7.452562564762e-09	1.17265495508128e-06	16
SNORA70C	1.4691353814871	7.45703275675131e-09	1.17265495508128e-06	16
ALDH3A1	-4.06108957070648	7.50840761459059e-09	1.17497422573691e-06	16
SNAR-E	-1.68963506186258	7.72172035903761e-09	1.20248926756275e-06	16
XLOC_006260	-3.76296579661586	7.87124687504761e-09	1.21902454320893e-06	16
XLOC_l2_007147	-2.01823396365798	7.90389978140453e-09	1.21902454320893e-06	16
POR	1.12487862017729	8.18249477749307e-09	1.25595422230611e-06	16
XLOC_006009	4.62210742819672	8.22546776022834e-09	1.25653812261012e-06	16
Q9N083	-2.03024557916829	8.46962820332507e-09	1.28770461024961e-06	16
C2orf49	-1.86088246831145	8.71711805541209e-09	1.31908088310198e-06	16
VSX1	-1.26968258308676	8.84938005966431e-09	1.33280803903301e-06	16
ZCRB1	-1.5031226877209	9.03419779442965e-09	1.35428535161357e-06	16
ELFN1	-2.31964096325573	9.30797381159945e-09	1.38883627849354e-06	16
XLOC_006555	-0.982294215867532	9.45310755302428e-09	1.40396152917138e-06	16
DNAJC21	-2.18062973196884	9.55171041862942e-09	1.41206852640383e-06	16
KCP	-1.35112638805218	1.01835688663511e-08	1.49857288638781e-06	16
HSCB	-1.40910632130975	1.0341754075444e-08	1.51490169287783e-06	16
IGFBP7	-1.04344578699715	1.05132187886855e-08	1.53301844882287e-06	16
LOC100506963	-1.25948646635242	1.08451681927518e-08	1.56116042017088e-06	16
LINC00029	-1.877562101255	1.08479811130489e-08	1.56116042017088e-06	16
PITX3	-1.46778731415804	1.09036466140052e-08	1.56116042017088e-06	16
XLOC_011803	-2.66366342616668	1.0958447745375e-08	1.56116042017088e-06	16
TAAR5	-1.00620828290179	1.09815129181002e-08	1.56116042017088e-06	16
CPSF2	-1.69453250106006	1.0998199967538e-08	1.56116042017088e-06	16
XLOC_l2_013696	-1.22546010753113	1.10484763885324e-08	1.56138820504018e-06	16
LRRC26	-1.58911452161471	1.11827895122025e-08	1.57343810329586e-06	16
FAM99A	-1.4142062371845	1.16071723591972e-08	1.6260178571312e-06	16
XLOC_l2_013052	-0.995721857745183	1.17888487301098e-08	1.6442881185301e-06	16
XLOC_003296	-1.92563386215268	1.20808911465953e-08	1.67772722070466e-06	16
SPRR3	-2.67042822518078	1.21442746450579e-08	1.67926004574766e-06	16
BTN2A1	-1.81490839640021	1.22928576159373e-08	1.69251018162776e-06	16
VAMP2	-1.46754279804608	1.24128124405465e-08	1.70172232090912e-06	16
TAAR2	-2.27672730742688	1.30147285979931e-08	1.77664890818561e-06	16
LOC286382	-2.08255826003605	1.31565682643271e-08	1.7884013132187e-06	16
XLOC_001320	-2.07285948577607	1.34770750695674e-08	1.82423868452203e-06	16
XLOC_006091	-1.08996911595225	1.37203320966111e-08	1.84936241033313e-06	16
C9orf173	-1.26899977281023	1.39899622114936e-08	1.87781584830425e-06	16
SHB	1.26031248482158	1.44882955829823e-08	1.93660217625863e-06	16
XLOC_005711	-1.0987785444641	1.46640649750668e-08	1.95196350373503e-06	16
PRB1	-1.74403132253408	1.48599098544437e-08	1.96985912450643e-06	16
FAM57B	-2.03278703696515	1.49488377509347e-08	1.97349265452668e-06	16
LACC1	3.59871224606558	1.50366276770525e-08	1.9769467863928e-06	16
SLC6A5	-1.42554059852214	1.53383899910125e-08	2.00839000372115e-06	16
LOC400662	-2.45864650068268	1.54264204971011e-08	2.01170556726424e-06	16
XLOC_010548	-1.75211588213077	1.55410299398572e-08	2.01844631769482e-06	16
JMJD5	-1.03975608056963	1.59642576421475e-08	2.05602897134704e-06	16
TOMM20L	-1.45407417617633	1.59873441592978e-08	2.05602897134704e-06	16
XLOC_003631	-2.04655172972383	1.60593312977888e-08	2.05602897134704e-06	16
NRP2	5.05899910844526	1.60867603431455e-08	2.05602897134704e-06	16
MYO5A	-1.5776245952666	1.6389706599617e-08	2.08643566553855e-06	16
CYP11A1	3.89298612454754	1.69334360397217e-08	2.14713291760582e-06	16
LGALS7	-2.399730287212	1.70646839274479e-08	2.15525614327767e-06	16
LOC100130987	-1.47816916345274	1.72204615727255e-08	2.16158878787806e-06	16
Q6UXP8	-1.85014283880345	1.72495863371815e-08	2.16158878787806e-06	16
ATP5L2	-0.985805542821958	1.74935799979157e-08	2.17656298064139e-06	16
XLOC_012176	-3.68509440391812	1.75364094391128e-08	2.17656298064139e-06	16
C8orf58	-1.68174321089337	1.75726250619114e-08	2.17656298064139e-06	16
LOC100132874	-2.4620194799252	1.7747512307424e-08	2.18976998008524e-06	16
ZFPM1	1.31336269156988	1.78977267152982e-08	2.19984319167344e-06	16
ENPP1	-2.83445231167494	1.80639676859561e-08	2.2024904186275e-06	16
TMEM82	-1.34405924911273	1.8105220084613e-08	2.2024904186275e-06	16
GP9	-2.09060789810315	1.81252328714981e-08	2.2024904186275e-06	16
SCAND1	0.971897537908256	1.84366411319885e-08	2.23187716043092e-06	16
LOC100129171	3.84836944436317	1.91126864584989e-08	2.29953960923155e-06	16
HLA-B	-2.10003121695364	1.91389362738411e-08	2.29953960923155e-06	16
CCDC166	-1.48517876834023	1.93041793645864e-08	2.310739082149e-06	16
LOC100507297	-2.57872567134391	1.95262856242654e-08	2.32863659043284e-06	16
KRT81	-1.03452765722276	1.98298295670336e-08	2.35607752781644e-06	16
XLOC_007684	-1.08236486205334	2.00852390872606e-08	2.37761797018199e-06	16
XLOC_013470	-2.89000139563284	2.03378799358155e-08	2.39867348654765e-06	16
LOC100652807	-2.31674102317263	2.08786204213209e-08	2.45342909566291e-06	16
GLI4	-1.19473518418217	2.10267241997232e-08	2.46181500849313e-06	16
ADAMTSL2	3.7224702627937	2.14388988080064e-08	2.50094499549399e-06	16
XLOC_l2_006025	-1.660562034626	2.16678783271317e-08	2.51849832150139e-06	16
XLOC_l2_011911	-2.08775382452543	2.19151927108621e-08	2.53463063673998e-06	16
UBA52	0.61405022281829	2.19646919268615e-08	2.53463063673998e-06	16
XLOC_002498	-3.08948809943468	2.21266273871797e-08	2.54416561498468e-06	16
XLOC_008117	-1.96785238202402	2.24870207944361e-08	2.57317789727685e-06	16
XLOC_l2_007310	-1.87175247076883	2.26512480933008e-08	2.57317789727685e-06	16
Q442D3	-1.60902044308195	2.26534445768481e-08	2.57317789727685e-06	16
XLOC_003546	-1.20057238149403	2.2699792547673e-08	2.57317789727685e-06	16
XLOC_010191	-2.26397944522565	2.35946278289503e-08	2.66519598856594e-06	16
ZNF205	-2.36270845480755	2.38429991983935e-08	2.68380145362969e-06	16
NR5A1	4.5858228221575	2.4150796024884e-08	2.70894243523873e-06	16
RPL17	-0.771951875950193	2.58036277829566e-08	2.88425219260365e-06	16
AIM1L	-1.39206030041116	2.61092982945689e-08	2.89981167814705e-06	16
DGCR8	1.02036975635538	2.61236151803148e-08	2.89981167814705e-06	16
DNAH2	4.7769746707706	2.63146345711743e-08	2.91094302428714e-06	16
XLOC_005220	3.52483387625471	2.66373983681676e-08	2.92741575567069e-06	16
PFKL	-2.16900612678803	2.66460536364041e-08	2.92741575567069e-06	16
OR4C1P	-1.71602925669114	2.68334735312804e-08	2.93267167785242e-06	16
ADAMTSL5	-1.51085965758796	2.68767292172261e-08	2.93267167785242e-06	16
XLOC_l2_013845	-1.23533554163965	2.70217186186123e-08	2.93849740096638e-06	16
MMS19	-0.967013931940393	2.76619160857819e-08	2.99795360821582e-06	16
PRR25	-2.28192539918607	2.82864815048963e-08	3.04149279551561e-06	16
MOB1B	-1.77577598854914	2.83205075172859e-08	3.04149279551561e-06	16
CHTF8	-1.37175529164064	2.83480781128169e-08	3.04149279551561e-06	16
XLOC_014211	-1.63569122242361	2.8514287623816e-08	3.04342385637734e-06	16
DDX41	0.959454217511266	2.85558161087774e-08	3.04342385637734e-06	16
FLJ22184	-1.62875080331548	2.96796868241035e-08	3.14712109437695e-06	16
SHISA7	-1.76960930948228	2.97249903864157e-08	3.14712109437695e-06	16
LOC221814	-1.58503338875907	3.02289894695397e-08	3.18883041367765e-06	16
TCL1A	-1.75126882539815	3.03332557859869e-08	3.18883041367765e-06	16
UTF1	-1.20853211811055	3.04171479608903e-08	3.18883041367765e-06	16
SYNGR4	-2.48896217827079	3.10204815055927e-08	3.24148875146389e-06	16
NPB	-2.55103132121439	3.29894393049616e-08	3.43604289903626e-06	16
XLOC_011188	-2.22129294387104	3.36074560201393e-08	3.4890847544533e-06	16
TRMT1	1.30105849008015	3.39233091933772e-08	3.51051535136626e-06	16
HDLBP	0.802476758684229	3.45996162939041e-08	3.55448876009824e-06	16
LOC100506897	4.20597637547361	3.46257510696171e-08	3.55448876009824e-06	16
LOC404266	-2.26602476348201	3.46806415807591e-08	3.55448876009824e-06	16
MTMR6	-1.21776365390082	3.54080731314398e-08	3.6123288689371e-06	16
XLOC_l2_001760	-0.929845678502774	3.56471231020573e-08	3.6123288689371e-06	16
SNORA70	1.37283131292251	3.56628525962009e-08	3.6123288689371e-06	16
ZNF574	0.751053550483918	3.57214687034648e-08	3.6123288689371e-06	16
XLOC_l2_007449	-1.71201233345891	3.58079981397132e-08	3.6123288689371e-06	16
GPR119	-1.08209604531772	3.61205533303174e-08	3.63243683647832e-06	16
C17orf105	-2.56095433125656	3.68139075151517e-08	3.69059422839396e-06	16
LOC729080	-2.14483781255722	3.83169442567053e-08	3.82930707711871e-06	16
XLOC_l2_001683	-1.1151186394688	3.95052467816604e-08	3.93580222594928e-06	16
OSTCP1	-1.91610762358832	3.9652715532562e-08	3.938263511717e-06	16
XLOC_006331	-0.944048862165464	3.99627360370086e-08	3.95680423477542e-06	16
YLPM1	-0.785183973093943	4.00967594503852e-08	3.95785859436418e-06	16
XLOC_007460	-3.61995164926801	4.03285796313061e-08	3.96853016739969e-06	16
XLOC_014408	-1.04212279682883	4.07185188617466e-08	3.99464857824107e-06	16
XLOC_012826	-1.19927076858959	4.11493876699367e-08	4.01875029650683e-06	16
LOC100128893	4.84182082253755	4.12147396368687e-08	4.01875029650683e-06	16
LOC100506301	-2.02058734272853	4.33961872531291e-08	4.2186354153951e-06	16
XLOC_005810	-1.42431693512237	4.44300730019551e-08	4.30609287583903e-06	16
XLOC_000053	-1.69804041042879	4.47198067492464e-08	4.31623618554277e-06	16
XLOC_005429	-0.859904861469449	4.48038232476853e-08	4.31623618554277e-06	16
EIF3B	0.888829482385656	4.52198717190855e-08	4.34327390643193e-06	16
SSTR3	-1.70586485743669	4.57725974824299e-08	4.38323858876523e-06	16
OSCAR	-1.34415471067508	4.67803068498539e-08	4.46640548733129e-06	16
CDX1	-1.1076830405173	4.90537266379773e-08	4.66956543188817e-06	16
CLRN1-AS1	-1.59190475412579	5.13787335464011e-08	4.86681035205689e-06	16
ACCN4	-1.53537969290141	5.14291991691798e-08	4.86681035205689e-06	16
ANAPC2	1.27338479787086	5.22587986679399e-08	4.93077135666915e-06	16
CA6	-2.48055501657627	5.24763589126961e-08	4.93677886779851e-06	16
IL16	-1.6642464521577	5.29120764852449e-08	4.96321465978555e-06	16
LOC728054	-1.85657117781307	5.35370728161768e-08	5.0071991135363e-06	16
XLOC_012895	-2.13871261509127	5.444158619287e-08	5.07699443333509e-06	16
SAMHD1	-1.14326781672108	5.51263346369797e-08	5.12595018885306e-06	16
XLOC_003228	4.8106203757319	5.55350331970347e-08	5.14902851144761e-06	16
TPSG1	-1.26499267725696	5.62125389198542e-08	5.19682492377211e-06	16
LOC100652791	-2.22058561255548	5.6783691778495e-08	5.23368333525656e-06	16
CSHL1	-2.26846824405031	5.69375150874233e-08	5.23368333525656e-06	16
C1orf140	-1.98389725142655	5.74931290162033e-08	5.26242637514836e-06	16
LOC100506178	5.36376145987247	5.75782935684874e-08	5.26242637514836e-06	16
XLOC_011719	-1.74461259296528	5.90496665946731e-08	5.37534500618651e-06	16
