gene	log2FC	p	padj	n
FEM1C	-0.766536944130573	2.64202654731723e-06	0.000670421045728518	19
KLHL13	-1.48080209713744	2.70353129942206e-06	0.000677819005266213	19
GALNAC4S-6ST	1.35560917670745	2.72625666374239e-06	0.000677819005266213	19
TMEM51	1.37380912876476	2.76396530876673e-06	0.000680322421099842	19
HOXC4	1.80163750752846	2.81545980084726e-06	0.00068613591621836	19
LOC144481	-0.910505714925528	2.93965830022383e-06	0.000709379896095189	19
ROBO3	1.63967184212729	3.07937103640992e-06	0.000733327572830335	19
LOC650263	0.89077917690355	3.09848328489294e-06	0.000733327572830335	19
CNTNAP1	-0.889689105236375	3.23453194854751e-06	0.00075387829209153	19
FLJ90650	1.00895081077089	3.28842872927379e-06	0.00075387829209153	19
TRPM4	-1.31834592848871	3.31393723230325e-06	0.00075387829209153	19
PBX3	1.80148298893833	3.32461918962499e-06	0.00075387829209153	19
KIAA1324	-4.25260354990063	3.33845510026719e-06	0.00075387829209153	19
HIGD1A	-0.552445710863739	3.52864927263116e-06	0.000783795759175903	19
RYR2	1.03574808296635	3.53462782434896e-06	0.000783795759175903	19
KIAA1505	-2.35779397265771	3.62470059234697e-06	0.000793912151871005	19
C10orf26	1.03243986013006	3.64475798981976e-06	0.000793912151871005	19
CD19	0.77180458208909	3.68828408773716e-06	0.00079634582925932	19
NID2	1.62829305122794	3.91791556024567e-06	0.000834951321810603	19
C11orf75	1.47088115562391	3.93492944381368e-06	0.000834951321810603	19
REP15	1.03384360206915	4.03868192622646e-06	0.000844143136164548	19
MAFG	1.13781591051934	4.04683879367095e-06	0.000844143136164548	19
TSPAN12	-1.37813682774633	4.1017104658033e-06	0.000848399171472961	19
TRPV2	1.66490748285505	4.19402252302757e-06	0.000860263919848338	19
OSR2	-2.0471711734748	4.42888403372861e-06	0.000900930178563603	19
PCDH20	-2.25913937342569	4.59120337718548e-06	0.000913193124725666	19
FGFR3	-1.72421614600015	4.60212093746929e-06	0.000913193124725666	19
VCAM1	2.20234353549913	4.62087744895258e-06	0.000913193124725666	19
MARVELD2	-1.52284660059695	4.67939750354711e-06	0.000913193124725666	19
PKIA	1.28197219137967	4.72651774207307e-06	0.000913193124725666	19
AADAT	-1.32068128920906	4.75699766183611e-06	0.000913193124725666	19
TIMP2	0.934129009927353	4.79326379044102e-06	0.000913193124725666	19
VSNL1	1.44494315129186	4.80205777197808e-06	0.000913193124725666	19
CG018	1.32667173551543	4.82307248778486e-06	0.000913193124725666	19
MGC24103	1.76675410669082	4.93690062546692e-06	0.000920384059895478	19
PPP2R2C	-2.94254471912369	4.93967317281553e-06	0.000920384059895478	19
C10orf107	-1.91065697673098	4.97322986780282e-06	0.000920384059895478	19
MAN1C1	1.10413093630393	5.01897624774181e-06	0.000921918517626245	19
TPD52	-0.879457585828361	5.34660802711404e-06	0.000974825259106556	19
BTC	-0.692462084370242	5.48698335559616e-06	0.000993063296431205	19
GALNACT-2	0.727345282111334	5.69290302281156e-06	0.00102281105841959	19
OTUD1	1.31276997270501	5.83042878633913e-06	0.00103308786904551	19
TLE6	-0.776266596578027	5.86164382738427e-06	0.00103308786904551	19
GPM6B	-2.39699566669849	5.90604295282933e-06	0.00103308786904551	19
TBL1X	-0.987287679234275	5.91798933677651e-06	0.00103308786904551	19
GBGT1	1.42429088983552	6.01840225310658e-06	0.00103936244459284	19
ALDH1A2	-2.71698953914569	6.12589213960704e-06	0.00103936244459284	19
ZNF516	-1.26459887851479	6.12613483836049e-06	0.00103936244459284	19
SLC19A3	1.03732266771207	6.13552855871093e-06	0.00103936244459284	19
TNFSF4	1.28409445031151	6.17867774816387e-06	0.00103936244459284	19
ST6GALNAC5	1.92882146747072	6.2072917589643e-06	0.00103936244459284	19
FMNL3	0.878490522435645	6.28653876483362e-06	0.00104390210103591	19
RORB	-3.08073557260907	6.3192253617596e-06	0.00104390210103591	19
SOCS2	-1.34304906333056	6.41551132551927e-06	0.00105190390290416	19
TLE1	-1.55059757871431	6.45313599327731e-06	0.00105190390290416	19
FCHSD2	1.0901273231383	6.55250573424968e-06	0.00105317803748456	19
TMEM30B	-2.26294186627411	6.58869097404203e-06	0.00105317803748456	19
SOX13	-0.885993647909562	6.58931574602351e-06	0.00105317803748456	19
GPR178	-0.463507680426107	6.64915774097531e-06	0.00105588624926688	19
KCNT2	0.849711623893874	6.71744473572388e-06	0.00105989220977633	19
PKP3	-1.17176419393312	6.80344681853722e-06	0.00106662445854443	19
NAT8B	0.874455356622996	7.14504884816423e-06	0.00111309007815642	19
C9orf152	-4.17710796376054	7.34885488753171e-06	0.00113721728916273	19
ATP2B4	-0.912825379364936	7.3923281980189e-06	0.00113721728916273	19
PIB5PA	-1.04546948287719	7.45932381700726e-06	0.0011403962511293	19
FLJ14213	1.32624763943944	7.60646787525359e-06	0.00115571358198452	19
TMEM132C	-1.95599440754671	7.86844336134584e-06	0.00118040288195453	19
GCNT2	-1.47443880171763	7.89552427076136e-06	0.00118040288195453	19
FAM113B	1.50601526259227	7.95016062298016e-06	0.00118040288195453	19
MIA2	-0.754362946154847	8.03667604438559e-06	0.00118040288195453	19
ADC	0.787216443667678	8.07695139825422e-06	0.00118040288195453	19
OCLN	-0.910087637307124	8.11253093665082e-06	0.00118040288195453	19
STX18	-1.20235116439321	8.11780025738299e-06	0.00118040288195453	19
MET	-1.62396550607669	8.15261598814777e-06	0.00118040288195453	19
GABRP	-4.46179860365419	8.30729965024866e-06	0.00119391416818931	19
PRSS8	-4.04627080035724	8.34388089429658e-06	0.00119391416818931	19
dJ341D10.1	0.841566320595664	8.43876788350283e-06	0.00119391416818931	19
PLA2G5	1.53233497725241	8.4399555238864e-06	0.00119391416818931	19
AP1M2	-1.70454766510788	8.60165170999777e-06	0.00120983460108506	19
C6orf155	-0.636128137177037	8.92203139224408e-06	0.00124776636754941	19
PLXDC2	1.87960169787844	9.00083991580395e-06	0.0012516761225288	19
JPH1	-1.14405177531556	9.38849637834629e-06	0.00129824971829559	19
ABHD11	-1.08929891463641	9.55382408874815e-06	0.00131373087218127	19
QSCN6	1.09779044117919	9.83729627237617e-06	0.00134519561360148	19
SCG2	3.08050672190445	9.9030611535136e-06	0.00134670689078776	19
ABCD3	-0.557199512105001	9.97571858369336e-06	0.00134913372098367	19
SALL1	-1.44342649183046	1.03391329249632e-05	0.00138809471325182	19
OVOL2	-3.28124875275913	1.03765916648385e-05	0.00138809471325182	19
C14orf37	1.06753352587596	1.05735419523658e-05	0.00140679546819207	19
HOXC6	3.28379481915521	1.08079964808279e-05	0.00142305056764281	19
COL11A1	4.06110570784255	1.08113454192413e-05	0.00142305056764281	19
GPC6	1.00203116544523	1.10096427461434e-05	0.00143079867106414	19
PDLIM3	3.82956174938421	1.10293821612346e-05	0.00143079867106414	19
CCDC109B	1.33167750439112	1.1050941556226e-05	0.00143079867106414	19
PAIP1	-0.7177578810091	1.12081733248231e-05	0.00143079867106414	19
PDPN	1.4101208938557	1.12225660761634e-05	0.00143079867106414	19
PTN	-1.36105644626083	1.12488062961632e-05	0.00143079867106414	19
LOC644086	1.04961184460037	1.12821838105062e-05	0.00143079867106414	19
PLSCR4	1.81335929626962	1.13361577872014e-05	0.00143079867106414	19
TMC4	-1.96284000449019	1.13952554111297e-05	0.00143079867106414	19
GATA2	-1.77962780479316	1.14527992487016e-05	0.00143079867106414	19
ABCA6	2.14695325159712	1.1594274773535e-05	0.00143079867106414	19
MOSC2	1.25399656396097	1.16030914236718e-05	0.00143079867106414	19
WNK2	-0.865292945169267	1.16258931588863e-05	0.00143079867106414	19
PGCP	1.15306512491688	1.19569923453779e-05	0.00146422591835389	19
CD24	-3.8619831979035	1.20581327000466e-05	0.00146930137761855	19
CRIP1	-1.56110993138119	1.21967988503916e-05	0.00147362467403483	19
LPPR4	-1.32119613237216	1.22341861232265e-05	0.00147362467403483	19
GYPC	1.02629953851049	1.22732208571195e-05	0.00147362467403483	19
SHROOM3	-2.08455354940079	1.24047156221705e-05	0.00148218286565099	19
LOC439985	-0.503855325930492	1.27360892309932e-05	0.00151442560546698	19
C1orf172	-1.04503459925247	1.32761097131304e-05	0.00156799854543236	19
STX19	-2.26416857341626	1.33140365643684e-05	0.00156799854543236	19
HOXB7	-2.43410887420605	1.3496816379956e-05	0.00158195542083922	19
TMEM46	1.55562677277724	1.36720607106416e-05	0.00159412908033426	19
ZNF469	1.65501462931976	1.37993356619897e-05	0.00159412908033426	19
C10orf11	0.908558713609188	1.38310592125888e-05	0.00159412908033426	19
LY6H	1.46897741567155	1.38597393024918e-05	0.00159412908033426	19
GALNT4	-2.69300369691497	1.41395327781187e-05	0.00161645712775958	19
PLTP	0.905998755280154	1.42416832341572e-05	0.00161645712775958	19
COL14A1	1.43493074772844	1.42508814789887e-05	0.00161645712775958	19
HSPB1	-0.493565496290986	1.43292267714933e-05	0.00161788801721805	19
P2RY14	-1.34024533184532	1.48023848822335e-05	0.00166367991548537	19
EDIL3	1.6471060808225	1.54391492630431e-05	0.00172189338352531	19
UBXD3	-0.927274334520853	1.54804321578572e-05	0.00172189338352531	19
COP1	0.573488082038706	1.56035240137847e-05	0.00172189338352531	19
RUNX1	1.97789500623225	1.57323478576349e-05	0.00172189338352531	19
LOC644612	-2.15991500348803	1.57410580741108e-05	0.00172189338352531	19
COL8A2	1.70348044318848	1.58000277863288e-05	0.00172189338352531	19
GATM	2.55509492860941	1.58100229412822e-05	0.00172189338352531	19
EFCAB4A	-1.4991711003715	1.61065389285619e-05	0.0017420142197942	19
DOCK10	1.43370947762599	1.61363143785276e-05	0.0017420142197942	19
AZI2	0.495041775668077	1.62823633809826e-05	0.00175009615103777	19
RAB7L1	1.34448599798432	1.64140684032814e-05	0.00175009615103777	19
SLCO2B1	2.12190720482415	1.64244824445325e-05	0.00175009615103777	19
HEXA	0.637554074422668	1.71828435608327e-05	0.00180937124327863	19
CLDN3	-3.82088020753316	1.71859359495389e-05	0.00180937124327863	19
CPXM2	3.01179009784624	1.72020271556895e-05	0.00180937124327863	19
MARK1	-0.980256774948827	1.73201529794498e-05	0.00180937124327863	19
ATP6V1C2	-2.07155806273595	1.73483226380823e-05	0.00180937124327863	19
PFTK1	0.81629848861727	1.75863919908353e-05	0.00182646182473595	19
PIG38	0.903065497541755	1.77689150076614e-05	0.00183766417646461	19
NRK	1.53421950371976	1.79538744788899e-05	0.0018490237088845	19
DEPDC7	0.888560861013875	1.82148932711932e-05	0.00186808909573812	19
SDCBP	0.941237189055674	1.83937257034702e-05	0.00187674253178671	19
SP5	-1.26370338893493	1.85236039927884e-05	0.00187674253178671	19
RASGRF2	0.801835907506055	1.85280098815378e-05	0.00187674253178671	19
HOXB5	-3.16163338155459	1.86688700674555e-05	0.00188326052393586	19
AEBP1	2.02401135956676	1.87735608151137e-05	0.00188609153429881	19
HOOK1	-2.70033649406172	1.90468278685675e-05	0.00190576675267041	19
SLC24A6	1.09142122641583	1.91497845556536e-05	0.00190831091924234	19
NOPE	1.37084153185811	1.93618534336626e-05	0.00192166395329102	19
PERP	-2.39526864478102	1.9713502369091e-05	0.00194870741892693	19
LOC375295	2.24451188809008	1.98597778090613e-05	0.00195531428396894	19
LOC388559	-0.786355893957772	2.00818271190981e-05	0.00196929917414136	19
SLC23A2	1.22932971618023	2.02005299679287e-05	0.00197307874853411	19
CAPN1	-0.463183934451158	2.08437723955361e-05	0.00202597033830541	19
TM4SF11	-1.99949950290862	2.09066574278693e-05	0.00202597033830541	19
NPAL1	-0.728203956556911	2.12932367490667e-05	0.00205534011506481	19
DCI	-1.2072879221032	2.15801357237299e-05	0.00207489633087456	19
LY6K	-0.338383373498315	2.19279446262406e-05	0.00210013396509839	19
CD302	1.33100997283166	2.2586953609109e-05	0.00214858994346522	19
C19orf46	-1.536812183329	2.26084665376408e-05	0.00214858994346522	19
ACSL5	-2.35504670928991	2.30119352450075e-05	0.00217852220815621	19
KCNK4	-2.1056593850447	2.31412437843679e-05	0.00218237001727368	19
CDH3	2.4200202138925	2.34121365659195e-05	0.00219948980699826	19
LOC648470	1.63543269868693	2.43223418472109e-05	0.00227631225181464	19
GRHL2	-1.81908034148708	2.47959535733208e-05	0.0023057240980744	19
MAL2	-3.27721050766776	2.48239573409327e-05	0.0023057240980744	19
MAP3K3	0.621618901274158	2.50209300363808e-05	0.002315282601186	19
RBM35A	-0.939585496515774	2.52100234218191e-05	0.00231773038572851	19
BOC	1.95997401619465	2.5235709083255e-05	0.00231773038572851	19
AMHR2	3.17436244950915	2.58310592181979e-05	0.00235557809639898	19
ADAM23	0.966048143345844	2.58392006999157e-05	0.00235557809639898	19
TRAM2	0.75007071429181	2.61984168804152e-05	0.00237951229924185	19
ZFPM2	1.82087220399556	2.63162813760626e-05	0.00238142996246473	19
BSPRY	-1.47113591707503	2.65168894973593e-05	0.00239079383915019	19
RAMP1	-1.73763553624905	2.6669291469434e-05	0.00239575890594397	19
HOMER3	0.653674991470479	2.71544434161399e-05	0.00243047080089043	19
VSIG2	-1.83825618995042	2.74115727152582e-05	0.00244459583628031	19
MAPRE2	0.967269889727193	2.76859620548136e-05	0.00246015259934001	19
LOC647859	-1.78121546717363	2.81818960931083e-05	0.00249094678937668	19
ANKRD6	0.923532407865531	2.82543340132524e-05	0.00249094678937668	19
TESK2	0.974495410003581	2.83825187074114e-05	0.00249094678937668	19
SLC16A12	-0.639569564162285	2.8437314041393e-05	0.00249094678937668	19
ZNF185	-1.3676372502712	2.86913699341459e-05	0.00249327540597556	19
SIPA1L2	0.889447700264726	2.87771004030371e-05	0.00249327540597556	19
WDR25	-0.618291774405604	2.87921293723473e-05	0.00249327540597556	19
PGM1	0.952197074306833	2.88690781954593e-05	0.00249327540597556	19
SRPX2	1.88903131210051	2.95742558828641e-05	0.00254524732273013	19
DDX54	-0.431651012510857	2.98050455054073e-05	0.00255617209083657	19
UGT8	-2.19693136564884	3.00950429473293e-05	0.00257208120522765	19
HOXB6	-1.95392940017038	3.05939031372195e-05	0.00260566896823364	19
HEBP1	1.16337530043293	3.0912932800263e-05	0.00262376182050232	19
NTF3	1.74030076386842	3.18676129419188e-05	0.00269549630567831	19
SNX2	0.502996917462579	3.20343442285895e-05	0.00270031968781679	19
MYO5C	-1.61590677722348	3.32682547306143e-05	0.00279476048443461	19
GPR23	1.04552034653481	3.36150742390412e-05	0.00281429060312843	19
NEURL2	0.608685957405687	3.40723736577051e-05	0.00284289428534526	19
CYTL1	1.49319361276075	3.41877268409115e-05	0.00284289428534526	19
RASAL1	-0.924085421980216	3.46722685963269e-05	0.00286549835481973	19
LOC388002	0.777682973199781	3.46923909050247e-05	0.00286549835481973	19
CCDC24	-0.88684658482437	3.4832557951181e-05	0.002867453449533	19
SYTL2	1.90844711020648	3.5323435215396e-05	0.00289020769567633	19
FAM45A	0.525322057412302	3.53438090679522e-05	0.00289020769567633	19
C14orf79	-0.833685457209528	3.59843878107015e-05	0.00293284676017419	19
HOXB4	-1.83261372371815	3.68528812448604e-05	0.00299371887445873	19
LTBP2	2.11913274031581	3.7022386934822e-05	0.00299759550004509	19
BNC2	1.85166458304771	3.74526013071539e-05	0.00302248632319438	19
RPN1	-0.602733123051635	3.75894178774475e-05	0.00302361415567155	19
POMGNT1	-0.538139246421241	3.8120882094767e-05	0.0030563758693179	19
STAT5A	1.09674092099475	3.96148678903404e-05	0.00316584531900272	19
TCEAL2	3.04846224426809	3.99513902173786e-05	0.0031824062097429	19
KAZALD1	-2.30136785348448	4.09719240227055e-05	0.0032461383975845	19
C8orf31	-0.69738190604653	4.10313497064882e-05	0.0032461383975845	19
CHMP4C	-1.09288769960339	4.11471187148113e-05	0.0032461383975845	19
PAG1	0.995320980557347	4.18587707826731e-05	0.00329173093943998	19
PSCD3	0.534715137464153	4.23005399061622e-05	0.00331587735430025	19
ZNF702	-0.599352297980719	4.2748908424046e-05	0.00331646940005167	19
KL	-0.911199286910415	4.28193919103413e-05	0.00331646940005167	19
CTHRC1	2.4301079616895	4.28797096555395e-05	0.00331646940005167	19
C7	4.22688230233876	4.29329193497027e-05	0.00331646940005167	19
UNQ501	-0.586760550501113	4.29999566507487e-05	0.00331646940005167	19
TRPT1	-0.547679437225689	4.31165275053439e-05	0.00331646940005167	19
TOM1L1	-1.12776762844949	4.33625544562544e-05	0.00332500285167055	19
SGCE	1.67371643164579	4.37823220103131e-05	0.00334676420485046	19
CGN	-1.9688983459467	4.40178227172498e-05	0.00335434888037891	19
SLC43A3	1.15790775006839	4.41968818479825e-05	0.00335759891915507	19
HOXD1	0.989811328521529	4.43831664406753e-05	0.00336137618083317	19
CD40	1.17625086533979	4.45294902014908e-05	0.00336211310374078	19
SP110	0.827278234796127	4.49723028056601e-05	0.00338113565198126	19
GATA4	1.76814859778163	4.5148720847589e-05	0.00338113565198126	19
STRBP	-0.882160669033144	4.51935333347621e-05	0.00338113565198126	19
CLDN10	-3.38373565128026	4.53417062005976e-05	0.00338194168612578	19
CCDC3	2.06200402021239	4.58740985841135e-05	0.00341131438836667	19
MAP4K4	0.56672014509483	4.62525842858711e-05	0.00342909972774829	19
ZNF165	-1.41084272524163	4.71873239287179e-05	0.00347670015831051	19
GUCY2D	0.556261103913981	4.72556400501409e-05	0.00347670015831051	19
ITGA11	2.80856109321817	4.73183778757626e-05	0.00347670015831051	19
CITED4	-2.06636558843982	4.76279759028202e-05	0.00348903273473815	19
LRP1	1.06750243897466	4.77753588520386e-05	0.00348944416256403	19
CDGAP	0.850519770839724	4.82336207440031e-05	0.00350433784095554	19
ILDR1	-3.15380022339183	4.82640175543971e-05	0.00350433784095554	19
SAMD11	-1.35366406759594	4.85752964878591e-05	0.00351656572868283	19
KCTD14	-2.06324708480099	4.88667023209032e-05	0.00352728742207247	19
TSPAN1	-2.370604030274	4.91532763726188e-05	0.00353759866852526	19
PGBD5	-1.58029493738988	4.98518955980035e-05	0.00357741853716985	19
EVA1	-1.92628521049335	5.02628095094081e-05	0.00359642091065282	19
RARRES2	1.53066232243492	5.0859318400694e-05	0.00362855438583966	19
ETV3	1.11498038294127	5.13910843912141e-05	0.00364471677093709	19
LOC338328	2.03254529863562	5.14904708628748e-05	0.00364471677093709	19
TLR6	0.991514996404738	5.15300819162309e-05	0.00364471677093709	19
XLKD1	2.42830216708659	5.1870255956447e-05	0.00365826498599423	19
UNQ1940	1.53488831272059	5.21591177549854e-05	0.00366598144977789	19
RRAGC	0.673547520441544	5.22775448473243e-05	0.00366598144977789	19
DPM3	-0.512872834378779	5.32477837952435e-05	0.00370514243271138	19
LOC441018	-2.86311622964629	5.33974110573257e-05	0.00370514243271138	19
PLD3	1.01216145470024	5.34899283812813e-05	0.00370514243271138	19
LHX6	0.858418666270678	5.35609470891048e-05	0.00370514243271138	19
LOC58489	-1.62122752805323	5.3588636793908e-05	0.00370514243271138	19
DLK1	4.2475427564653	5.38367109953722e-05	0.00371186779955207	19
ME1	1.35366501847099	5.41061425102387e-05	0.00372002399929334	19
HOXB8	-3.23466628483683	5.52681272465876e-05	0.00378933059623261	19
C6orf173	-0.929425090330979	5.60536441995196e-05	0.00382190847129682	19
FHL2	1.50978513534167	5.62151182912058e-05	0.00382190847129682	19
LOC441168	1.26333933890448	5.62449379555858e-05	0.00382190847129682	19
TACSTD1	-3.97585468424466	5.63643769838607e-05	0.00382190847129682	19
CPVL	2.15381933336362	5.65740891088227e-05	0.00382558964100154	19
STEAP1	1.91118652568352	5.67659964903603e-05	0.00382804996606501	19
KAL1	1.81915903501588	5.72369464752747e-05	0.00384926284301205	19
DKFZp686O24166	1.0751819810386	5.78585107230025e-05	0.00387568489720862	19
IRF6	-2.05407585347199	5.79447486053779e-05	0.00387568489720862	19
PPAP2C	-2.58918559300334	5.81269422021171e-05	0.00387733483838187	19
MTSS1	1.13396032654458	5.83596595321379e-05	0.00388233691817309	19
LOC440925	-1.32241682855003	5.86465890005748e-05	0.00389090873762843	19
SHANK2	-1.81820573520875	5.92456705587331e-05	0.00392008853530284	19
C7orf23	0.649638857705515	5.94896822103411e-05	0.00392568106682395	19
ITPR3	-0.962934390026956	6.03495682050812e-05	0.00397177612780713	19
IL20RA	-1.83294690535731	6.086602581184e-05	0.00399508362488702	19
GATA6	0.910248595162236	6.1056436479066e-05	0.00399692321142481	19
HOXA9	-2.08069519342645	6.14640307707639e-05	0.00401293276761693	19
PIP5K1B	-1.70687514146657	6.18290471372988e-05	0.00402608509586633	19
GM2A	1.43397473794136	6.41877630975034e-05	0.00416864802343522	19
LOC648245	-0.541326818283906	6.57156265715031e-05	0.00425664324323942	19
P15RS	-0.543500947201007	6.60443458891576e-05	0.0042667074270754	19
CNFN	-0.902265426929873	6.65626733352296e-05	0.0042889362342234	19
PDGFD	1.88843657318557	6.67484088322027e-05	0.00428967450390558	19
DECR2	-0.785326943121064	6.75744160818518e-05	0.00433144968082995	19
